Width,Height,Node Radius,Channel Width,Run Number,Frame Number,Total Kinase,Total Phosphatase,Timestep,Patch Area,alpha_PIP,alpha_enzyme,k_mkon,p_mkon,k_koff,p_koff,k_mkcat,k_mKm,p_mkcat,p_mKm,Kinase in Solution,Phosphatase in Solution,Average Body X,Average Node 1 X,Average Node 2 X,Average Node 3 X,Average Node 4 X,Average All Nodes X
101,101,8,4,0,5000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,107,4,0.9583294666561821,0.9983973390572671,0.9999957799115256,0.6196553475564328,0.2910629318192378,0.7272778495861156
101,101,8,4,0,10000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,96,4,0.9685578230242785,0.7206729467122984,0.999901706453261,0.5619415134433265,0.1280885260592352,0.6026511731670302
101,101,8,4,0,15000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,104,4,0.9985675042150687,0.2650104542813185,0.9999999968145846,0.09190739154611281,0.25461087882740535,0.40288218036735524
101,101,8,4,0,20000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,96,5,0.9898391268633702,0.3447277427336688,0.9999999740190831,0.02587021711262011,0.43461402793047405,0.4513029904489615
101,101,8,4,0,25000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,92,7,0.9991623809623463,0.14212271075086577,0.9999999976158436,0.33625910297052264,0.7309469243036288,0.552332183910215
101,101,8,4,0,30000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,100,5,0.9997612953171436,0.29847438906142704,0.9999999974529883,0.2750174139542862,0.21583270493062354,0.4473311263498312
101,101,8,4,0,35000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,97,8,0.9997524606724003,0.26247368512355757,0.9999999994805148,0.45964083899499303,0.3205270215831281,0.5106603862955483
101,101,8,4,0,40000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,86,7,0.99939527866626,0.3333739470143104,0.999999999859859,0.23586036470658966,0.25427345172583726,0.45587694082664904
101,101,8,4,0,45000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,95,7,0.9997438405084116,0.36243127857481233,0.9999999984957648,0.4064291882667535,0.2949825296939928,0.5159607487578308
101,101,8,4,0,50000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,109,5,0.9957518684786676,0.3022693840580059,0.9999999997174224,0.8653042785389422,0.18453134549754352,0.5880262519529785
101,101,8,4,0,55000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,106,6,0.9822508619796132,0.5455107858468399,0.9999999999035564,0.9064426031117044,0.015132344444510571,0.6167714333266526
101,101,8,4,0,60000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,96,7,0.9948392677338235,0.1956416581475271,0.9999999985105604,0.9999999685640522,0.09108794105668279,0.5716823915697056
101,101,8,4,0,65000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,102,5,0.9903992546366375,0.5377729915015981,0.9999999992988247,0.9999999932413518,0.04217995085405662,0.644988233723958
101,101,8,4,0,70000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,98,7,0.9728500906205153,0.4299912087008995,0.9999999945943019,0.9999999714950137,0.19831978472754824,0.6570777398794408
101,101,8,4,0,75000,250,15,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,102,5,0.9603126977800759,0.014623862067817144,0.9999999995728862,0.9999998133378515,0.8532786165230278,0.7169755728753958
