Width,Height,Node Radius,Channel Width,Run Number,Frame Number,Total Kinase,Total Phosphatase,Timestep,Patch Area,alpha_PIP,alpha_enzyme,k_mkon,p_mkon,k_koff,p_koff,k_mkcat,k_mKm,p_mkcat,p_mKm,Kinase in Solution,Phosphatase in Solution,Average Body X,Average Node 1 X,Average Node 2 X,Average Node 3 X,Average Node 4 X,Average All Nodes X
101,101,8,4,0,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,84,0.08085663253406147,0.10712709791762445,0.000956152276601279,0.009421963860986954,0.7853818037618874,0.22572175445427498
101,101,8,4,0,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,67,0.03643307586229556,0.0024834726466830266,0.00012855273531934115,1.3694220690918316e-07,0.8905785875339871,0.22329768746454912
101,101,8,4,0,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,77,0.01298868106277113,0.00018276712205492017,0.0025579234382732494,8.342473969614708e-08,0.9886420780903661,0.24784571301885847
101,101,8,4,0,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,66,0.02289675712570034,1.0376176021620087e-06,1.1667846682149016e-06,8.645416612391999e-07,0.9640589477558564,0.24101550417494697
101,101,8,4,0,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,17,72,0.0016301690758780904,1.8776179700181502e-07,1.438755567601865e-09,5.3127244204881773e-08,0.6137210671080185,0.15343032735895376
101,101,8,4,0,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,77,0.0002382779804700712,3.793412416494665e-08,1.0342484275326425e-09,4.406734281174585e-07,0.7877080729611999,0.19692713815075014
101,101,8,4,0,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,76,0.0015229380065131574,1.4250835462017395e-08,2.966246509143327e-11,2.715476063266933e-08,0.8049467286876069,0.20123669253071652
101,101,8,4,0,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,73,0.024424076445979066,1.3316038588725166e-05,1.1247846892521707e-09,3.0193504588176317e-08,0.8633038190346046,0.2158292915978708
101,101,8,4,0,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,68,0.011385908878016366,1.1844714539886673e-07,5.21002149769288e-10,5.298214211684628e-08,0.8361102454079453,0.20902760433955866
101,101,8,4,0,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,62,0.0071784370024986915,4.470998571315591e-05,8.420771672176001e-07,2.971527913817591e-07,0.9666888507746663,0.2416836749975845
101,101,8,4,1,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,71,0.06557476882337195,0.0037966553137291424,0.05288978779158563,0.11598185390823856,0.33542143285541226,0.1270224324672414
101,101,8,4,1,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,74,0.020292183525156306,0.00039089007947484865,1.653415305997076e-06,0.0013371056357236576,0.942872191575062,0.23615046017639157
101,101,8,4,1,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,52,0.005391146711418278,8.46231467448157e-07,2.285250799179382e-07,7.362604998534432e-06,0.9559298233115412,0.23898456516827177
101,101,8,4,1,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,75,0.012684848177480291,6.255699374966363e-06,2.0138127975863823e-09,4.371428318603575e-09,0.9699932513367553,0.24249987835534295
101,101,8,4,1,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,76,0.011723587009690244,2.966119648926496e-05,2.2931721850172085e-06,4.8022317120068876e-08,0.980508423881516,0.24513510656812684
101,101,8,4,1,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,67,0.01494590266574675,3.6169293601687286e-07,5.507619352293211e-09,1.3120541833089712e-06,0.9738177577384011,0.24345485924828497
101,101,8,4,1,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,62,0.0010413978639404818,2.3396059155509874e-07,3.717213839268889e-10,9.94998713267313e-07,0.909662238262588,0.22741586689840343
101,101,8,4,1,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,54,2.4514640175264205e-05,4.932860151729749e-09,8.07272936801033e-12,7.787701356294196e-10,0.7952539520802078,0.1988134894499776
101,101,8,4,1,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,64,0.001186594947662101,1.4572595740122789e-08,7.651772053966526e-12,1.0598410485360819e-09,0.9059204777755687,0.2264801233539143
101,101,8,4,1,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,54,0.0026496078887384487,7.404203953206608e-10,8.133224853083812e-12,2.3151483469986513e-08,0.9552480868587946,0.23881202768970797
101,101,8,4,2,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,5,84,0.0889974900854625,0.04154021964636874,0.10066307273776796,0.0023770649266486943,0.010112103759034643,0.03867311526745503
101,101,8,4,2,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,6,64,0.05817547519234446,0.002799502562427011,8.587752954733238e-07,2.0634871994370285e-05,0.003020964335904063,0.0014604901364052296
101,101,8,4,2,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,70,0.041312705553790144,4.2669744542266184e-06,5.523586799655448e-06,0.0012735248041648845,0.012870889318779444,0.003538551171049552
101,101,8,4,2,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,73,0.05211053435285064,6.152048809619537e-08,8.47286780334534e-05,0.00037136380035840785,0.0007290335350629373,0.0002962968834857239
101,101,8,4,2,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,71,0.036113959705886635,6.591703475796419e-07,6.2392181308598585e-06,0.000717608470945625,5.472307002039453e-05,0.00019480748236111475
101,101,8,4,2,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,69,0.046875238317960664,1.4831401796063843e-06,0.0002995856511810484,0.003487266217877902,6.2701952670069e-05,0.0009627592404771566
101,101,8,4,2,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,70,0.04385462054124478,0.0014072226693927535,0.006687846867740031,3.2655166641930505e-06,1.2140989034773707e-05,0.0020276190107079376
101,101,8,4,2,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,79,0.05731054804203053,0.04860283840332893,0.11866728385216385,6.98336216847383e-07,0.002355052730920559,0.04240646833065754
101,101,8,4,2,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,57,0.04736939536404744,2.3543857306100356e-05,0.469791373630777,3.53667655938861e-06,2.6447322359711042e-06,0.11745527472421959
101,101,8,4,2,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,16,66,0.005083839432551261,9.904977637669188e-07,0.8397194450237544,0.0003680904842156319,2.562740095058521e-07,0.21002219556993584
101,101,8,4,3,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,6,81,0.05415272885272649,0.00013278920729566145,0.9025379057334183,0.016893319209995282,0.16992843494921142,0.2723731122749801
101,101,8,4,3,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,73,0.01623526252651836,2.741673918027584e-07,0.9724634107604799,0.0028345162152541743,0.0072113367162941295,0.24562738446485496
101,101,8,4,3,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,14,72,0.0022334947431475113,4.908827404713913e-07,0.8877002363068134,4.393659444968277e-06,5.180775967022587e-09,0.22192628150744367
101,101,8,4,3,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,67,0.006802923723178123,1.5036279558903363e-07,0.9616556706719968,5.058957865160971e-07,3.754041814970471e-09,0.24041408267115516
101,101,8,4,3,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,73,0.023976909038991467,5.529175974371541e-05,0.9800244994453086,5.601089449373043e-07,5.085824893670338e-09,0.24502008909995548
101,101,8,4,3,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,75,0.037960366916530326,1.6710573232884694e-05,0.9821708724679052,5.579830916401158e-06,9.881704229300534e-10,0.24554829096505623
101,101,8,4,3,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,59,0.005205442981860239,7.96236201596061e-05,0.9494984932876428,2.710273689757544e-05,6.285189367127648e-09,0.2374013064824723
101,101,8,4,3,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,77,0.00988024597111187,1.205815827971195e-07,0.908347978785591,3.2059293143462945e-06,3.091995873147037e-08,0.22708783405411173
101,101,8,4,3,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,71,0.00842393652342632,2.5215013318027743e-08,0.919829495058456,3.6876486076333045e-07,8.92947482406674e-12,0.22995747226181493
101,101,8,4,3,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,71,0.037341221274313365,2.1001717238834798e-06,0.9839138571791212,5.693518699585572e-06,1.0728599769489237e-09,0.24598041298560114
101,101,8,4,4,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,6,83,0.06410182516189468,0.9624439038224487,0.4437462936424637,0.1514508128086275,0.00416998050066004,0.39045274769355004
101,101,8,4,4,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,79,0.05026355758700626,0.8952474585846782,0.6044929409041369,0.0016810832729495457,0.0003663584231801542,0.3754469602962362
