Width,Height,Node Radius,Channel Width,Run Number,Frame Number,Total Kinase,Total Phosphatase,Timestep,Patch Area,alpha_PIP,alpha_enzyme,k_mkon,p_mkon,k_koff,p_koff,k_mkcat,k_mKm,p_mkcat,p_mKm,Kinase in Solution,Phosphatase in Solution,Average Body X,Average Node 1 X,Average Node 2 X,Average Node 3 X,Average Node 4 X,Average All Nodes X
101,101,8,4,0,5000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,87,0.05143959721417806,0.0040388980471296075,0.5928415328299295,0.1548316153488954,0.02009025803119358,0.19295057606428703
101,101,8,4,0,10000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,65,0.0016898496563993509,2.0740222816923998e-05,0.748681700560963,0.0001281522552226591,2.786299279710704e-07,0.18720771791723267
101,101,8,4,0,15000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,68,0.0018325987035986032,2.874407660044546e-07,0.8755455652706025,4.6813889528232655e-08,8.388250621598272e-09,0.21888647697837715
101,101,8,4,0,20000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,78,0.0002280070710421748,1.3948684166160962e-07,0.8831656045634428,1.927859222430527e-09,3.1477292158055213e-10,0.22079143657322917
101,101,8,4,0,25000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,72,0.0003681595472495104,9.308731465631273e-08,0.693152870173062,2.1815951180016005e-09,2.514044332102495e-12,0.17328824136112145
101,101,8,4,0,30000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,67,0.0018044809711620852,3.777469368062e-08,0.9389554232131063,1.7245095336870635e-08,1.1318170831202403e-11,0.23473886956105333
101,101,8,4,0,35000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,66,0.0002950764750099276,4.33946833240465e-09,0.7054017584753944,5.646753362034479e-09,1.665518299891356e-11,0.1763504421195678
101,101,8,4,0,40000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,65,0.003335240267736366,3.300894630889041e-08,0.9029447412982976,4.512186358111139e-08,1.4080446435068988e-10,0.225736204892478
101,101,8,4,0,45000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,5,60,0.0026870413420106544,7.214689970656941e-09,0.9739770104662308,1.3566345121870078e-09,8.106325386212518e-12,0.24349425476141534
101,101,8,4,0,50000,15,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,68,0.014938190541247452,7.841922682857436e-08,0.828280083006185,4.2378815378841894e-08,2.27322477644151e-09,0.20707005151936306
