Width,Height,Node Radius,Channel Width,Run Number,Frame Number,Total Kinase,Total Phosphatase,Timestep,Patch Area,alpha_PIP,alpha_enzyme,k_mkon,p_mkon,k_koff,p_koff,k_mkcat,k_mKm,p_mkcat,p_mKm,Kinase in Solution,Phosphatase in Solution,Average Body X,Average Node 1 X,Average Node 2 X,Average Node 3 X,Average Node 4 X,Average All Nodes X
101,101,8,5,0,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,89,0.09377364270983585,0.15065082369738506,0.003546874868209924,0.05568612742221518,0.06600018259496922,0.0689710021456948
101,101,8,5,0,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,62,0.03775921371773319,7.498782354844285e-06,0.02444021319531007,2.6083956494235586e-05,0.6419613202679074,0.16660877905051666
101,101,8,5,0,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,80,0.0029340200090960237,3.446799264478023e-05,0.003236148260921815,3.373783086684727e-06,0.6117327230967279,0.15375167828334535
101,101,8,5,0,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,70,0.01184383470850519,4.075616507573314e-07,8.296264935158745e-09,2.1321982434914568e-07,0.6484593077777634,0.16211498421387588
101,101,8,5,0,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,72,0.009091909924220718,1.4898416020752817e-05,1.1158539880784018e-07,0.00010689132041488126,0.864748922880983,0.21621770605070423
101,101,8,5,0,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,16,67,0.021588163704248473,2.2048511002948724e-06,8.40716805453993e-09,0.00011020601719095356,0.7899368031551254,0.19751230560764618
101,101,8,5,0,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,64,0.010336123682601237,1.0884807231228826e-05,4.314794158325113e-08,1.073760772051097e-07,0.9650920525039408,0.24127577195879776
101,101,8,5,0,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,67,0.005423781151909217,8.869782525681048e-07,9.695544412748906e-10,6.441306468723791e-07,0.9673292412656124,0.24183269333601656
101,101,8,5,0,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,55,0.02503382297806755,1.5699657120045968e-07,6.19478800263446e-09,2.2915695997011692e-05,0.9635691213784475,0.24089805006645096
101,101,8,5,0,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,66,0.03863648595101261,3.4988304556713376e-07,5.471574527123128e-09,9.494246300327213e-05,0.9578361338701957,0.23948285792195473
101,101,8,5,1,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,6,85,0.10961665812670598,0.0015136660172444367,0.35350222256550295,0.02140472155856444,0.02772398690302935,0.10103614926108527
101,101,8,5,1,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,4,70,0.04514674317536507,2.7167398139521693e-06,0.8905005812464631,0.002179258138843148,0.005008142183240787,0.22442267457709023
101,101,8,5,1,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,15,75,0.0017186295159873828,1.971209433652343e-07,0.7314071527563214,0.0011598213428376197,0.0012468449185462074,0.18345350403466212
101,101,8,5,1,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,85,0.001054125607875828,1.196444600304333e-06,0.7659415955269122,1.6405582525349294e-05,7.651844728410176e-07,0.1914899906846277
101,101,8,5,1,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,14,68,0.0019236729309419665,4.800459660639537e-08,0.5319236679043019,1.197821383373777e-07,4.3858063683198435e-09,0.13298096001921084
101,101,8,5,1,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,15,72,0.006697824252499026,4.371011808994025e-07,0.4720768556655609,1.3061275194236743e-07,1.0252548912594621e-09,0.11801935610118715
101,101,8,5,1,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,16,77,0.00044263185414281526,5.5772245945707005e-09,0.6515378708903311,4.470507677590588e-08,4.97388246034114e-11,0.16288448030559285
101,101,8,5,1,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,72,0.0027763855923175133,2.06182666578171e-09,0.9299731231801515,2.3781680629591177e-08,5.701379812618526e-12,0.23249328725734006
101,101,8,5,1,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,65,0.014491164942588505,3.0332025452677695e-07,0.9805035906116215,1.9216274768998685e-07,2.8302853819673927e-09,0.24512602223122734
101,101,8,5,1,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,14,76,0.021020247572425963,4.1994682020370444e-07,0.7919933451832968,1.1158220175956472e-05,1.9493597531832257e-08,0.19800123571097258
101,101,8,5,2,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,93,0.02324685122211587,0.9364043405222877,0.9177935836021713,0.0026890279863372875,0.8136920144555629,0.6676447416415896
101,101,8,5,2,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,5,74,0.012939683647367844,0.9672502909192139,0.6764306854861375,1.4638505706474396e-08,0.82126920780081,0.6162375497111668
101,101,8,5,2,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,6,67,0.0015835494636722608,0.6987366547070486,0.6737346048623857,7.002129055395678e-08,0.8735798792591669,0.5615128022124731
101,101,8,5,2,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,71,0.0006216847393751453,0.8512338153507332,0.001376343090607672,2.0324881203035068e-08,0.504653062416284,0.3393158102956266
101,101,8,5,2,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,78,0.002267998840274166,0.7705481645351784,1.1475226790033857e-07,2.600661867691531e-08,0.3429718351228041,0.27838003510421727
101,101,8,5,2,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,73,0.005380683020695745,0.8940847074327721,2.0995720420554313e-09,3.4152868549904985e-07,0.8848209184755284,0.4447264923841396
101,101,8,5,2,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,11,58,0.005775648692915237,0.5598062589980275,9.327189423232703e-08,2.667202720128505e-08,0.9180538155015384,0.36946504861087187
101,101,8,5,2,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,66,0.0038603417277106914,0.30633985728717217,5.4335311998418176e-08,6.818038080621e-07,0.813409794713322,0.27993759703490356
101,101,8,5,2,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,69,0.0063723733138076845,0.6289490764166665,1.4648145725591181e-08,4.4012958822707205e-08,0.8326412099734458,0.3653975862628042
101,101,8,5,2,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,69,0.006965148311925429,0.8056764740640302,4.084562420158273e-09,8.56705976823686e-07,0.9192526928581233,0.43123250692817333
101,101,8,5,3,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,78,0.09807425345997824,0.0858648443173231,0.04101340651958753,0.0030335865124570234,0.01264326954971797,0.0356387767247714
101,101,8,5,3,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,68,0.05023634899074467,5.6051160783575055e-05,0.00014337293365297805,4.516077501301918e-06,0.04883233520424404,0.012259068844045474
101,101,8,5,3,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,76,0.05843721068504857,0.00022468929670466458,6.592480470059547e-06,0.00028360592712105243,0.2097429057773536,0.05256444837041236
101,101,8,5,3,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,67,0.019062309556083335,1.01047901542998e-05,3.1565187544676094e-06,5.4798056622023225e-05,0.7638622271399695,0.19098257162637505
101,101,8,5,3,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,68,8.250096381505858e-05,1.6584870736913685e-08,1.5116707438135001e-09,7.677099462620094e-07,0.5327927763147525,0.13319839053031007
101,101,8,5,3,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,19,71,2.159377450817236e-05,1.05761158973276e-10,1.057931365231001e-11,6.411768950227442e-11,0.3306514683819242,0.08266286714059559
101,101,8,5,3,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,64,0.005345151392406667,3.5762595594688288e-09,2.8620179891568423e-11,6.33496350342988e-10,0.3672485068687722,0.09181212777678704
101,101,8,5,3,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,71,0.04937675136394255,0.0002736029131424693,2.1498490727513853e-07,9.743305465943567e-07,0.1756480980807272,0.04398072257733087
101,101,8,5,3,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,14,57,0.035091963989724195,0.004207756457304435,3.4582807974256397e-07,4.284354503617945e-06,0.000782082408708471,0.0012486172621490666
101,101,8,5,3,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,64,0.050826887637870515,0.194861128078457,0.00011718669330262313,8.709041234896015e-08,0.0004635272121083823,0.04886048226857009
101,101,8,5,4,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,82,0.0338044679743241,0.17229587049407846,0.4561876838802412,0.03317008546607956,0.9242922115661292,0.3964864628516322
101,101,8,5,4,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,78,0.005849302681002636,2.4645034996742553e-05,0.5966955478314449,0.000327827978101403,0.9563205817168322,0.3883421506403439
101,101,8,5,4,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,56,0.003344195945167315,1.7036435046626093e-07,0.333981458946729,8.725289113423925e-08,0.8604735399921786,0.29861381413903715
101,101,8,5,4,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,64,0.029544606899068064,5.3545398947240964e-08,0.5270724825502535,1.2952615154353666e-07,0.8103990123401824,0.3343679194904966
101,101,8,5,4,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,79,0.011192655390137906,0.00035160335353976314,0.9556030698644422,1.0235519125774297e-05,0.7490628193752952,0.4262569320281007
101,101,8,5,4,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,69,0.0011539564262124918,1.2677397564027698e-07,0.9486881654297648,8.80251941507405e-07,0.05048668721715138,0.2497939649182083
101,101,8,5,4,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,69,0.0001039261262977211,1.3028619376591915e-09,0.806371175944934,1.960256452914475e-07,8.920125019745698e-09,0.2015928455483916
101,101,8,5,4,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,59,0.004035013322283496,7.752352542573146e-11,0.8277456294779322,2.1082881621927393e-08,6.470236003593614e-13,0.20693641265974613
101,101,8,5,4,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,15,65,0.00031927423115901633,4.81742494533717e-10,0.8101200360527553,5.5927723487145176e-08,6.09875828424302e-12,0.20253002311708004
101,101,8,5,4,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,79,0.007596669537112283,7.62416860918469e-08,0.9906530746428036,2.6534292910577476e-08,9.860426391921566e-11,0.24766329437934667
101,101,8,5,5,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,3,92,0.13696965826996807,0.03967254988364618,0.0010563607904157956,0.015703425241263204,0.030564160922654425,0.0217491242094949
101,101,8,5,5,10000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,73,0.08706287646362795,3.2345049115330946e-05,7.507563418347024e-07,0.006580941203420654,0.004145415378209533,0.0026898630967718386
101,101,8,5,5,15000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,10,68,0.0436065063214787,4.466280191122076e-06,1.8853925585552298e-06,0.1935844080422164,0.0011762794675139676,0.04869175979562001
101,101,8,5,5,20000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,6,55,0.09977357352545302,1.1928706306291836e-08,8.507493284412918e-06,0.2964867037465538,0.00032340735153144203,0.07420465763001899
101,101,8,5,5,25000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,13,64,0.03366965720568268,4.682199491057292e-07,0.000915743065792169,0.2523030585490017,0.00023399789992398738,0.06336331693366674
101,101,8,5,5,30000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,7,65,0.04790579405223253,1.6544611245308178e-06,9.361670627167412e-07,0.00699045193098827,0.000506447358699361,0.0018748724794687198
101,101,8,5,5,35000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,69,0.06034408248960019,0.0013732510354921585,5.200591807395147e-07,0.002857322012659301,0.0005986675639965171,0.001207440167832179
101,101,8,5,5,40000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,12,76,0.07077343707399228,2.6090595625429057e-05,1.266331984904731e-07,0.20120950401459423,0.00653146856457909,0.05194179745199929
101,101,8,5,5,45000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,9,63,0.05535644212530429,7.263111557589347e-07,5.27044731163748e-07,0.10775254052743108,0.0014408336242481316,0.02729865687689154
101,101,8,5,5,50000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,15,59,0.030067523999974196,4.5541629253971487e-07,1.3749676040482016e-07,0.013824595264466529,4.5514213052359465e-05,0.003467675597642957
101,101,8,5,6,5000,20,200,0.001,25,0.08,200,0.01,0.0005,4.0,0.2,2000.0,0.1,8000.0,0.4,8,83,0.08224881115798335,0.5898309704227956,0.004891707463886825,0.005494218198786827,0.012898967572404616,0.15327896591446846
